Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,221.000000,223.750000,219.759995,220.419998,220.419998,23984700
2018-09-27,223.820007,226.440002,223.539993,224.949997,224.949997,30181200
2018-09-28,224.789993,225.839996,224.020004,225.740005,225.740005,22929400
2018-10-01,227.949997,229.419998,226.350006,227.259995,227.259995,23600800
2018-10-02,227.250000,230.000000,226.630005,229.279999,229.279999,24788200
2018-10-03,230.050003,233.470001,229.779999,232.070007,232.070007,28654800
2018-10-04,230.779999,232.350006,226.729996,227.990005,227.990005,32042000
2018-10-05,227.960007,228.410004,220.580002,224.289993,224.289993,33580500
2018-10-08,222.210007,224.800003,220.199997,223.770004,223.770004,29663900
2018-10-09,223.639999,227.270004,222.250000,226.869995,226.869995,26891000
2018-10-10,225.460007,226.350006,216.050003,216.360001,216.360001,41990600
2018-10-11,214.520004,219.500000,212.320007,214.449997,214.449997,53124400
2018-10-12,220.419998,222.880005,216.839996,222.110001,222.110001,40337900
2018-10-15,221.160004,221.830002,217.270004,217.360001,217.360001,30791000
2018-10-16,218.929993,222.990005,216.759995,222.149994,222.149994,29184000
2018-10-17,222.300003,222.639999,219.339996,221.190002,221.190002,22885400
2018-10-18,217.860001,219.740005,213.000000,216.020004,216.020004,32581300
2018-10-19,218.059998,221.259995,217.429993,219.309998,219.309998,33078700
2018-10-22,219.789993,223.360001,218.940002,220.649994,220.649994,28792100
2018-10-23,215.830002,223.250000,214.699997,222.729996,222.729996,38767800
2018-10-24,222.600006,224.229996,214.539993,215.089996,215.089996,40925500
2018-10-25,217.710007,221.380005,216.750000,219.800003,219.800003,29113300
2018-10-26,215.899994,217.820007,212.669998,217.130005,217.130005,24326870
